Pull Request Number,Title,Author,Created At,Additions,Deletions,Commits,Merged,Weekday,Year and Month,Total Changes
2500,Cluster merge master8,vondele,2020-01-18 07:30:54+00:00,767,600,60,False,5,2020-01-01,1367
2499,Generalize Shifting,protonspring,2020-01-16 23:38:26+00:00,7,8,8,False,3,2020-01-01,15
2498,Determine Opposite Colors Mathematically,protonspring,2020-01-16 22:43:01+00:00,6,2,5,False,3,2020-01-01,8
2497,Small speedup in between_bb,protonspring,2020-01-16 17:07:50+00:00,2,2,1,False,3,2020-01-01,4
2496,Use greater-than-operator for 'improving',pb00068,2020-01-16 08:08:13+00:00,4,3,3,False,3,2020-01-01,7
2495,Stockfish 11,snicolet,2020-01-15 21:40:39+00:00,1,1,1,False,2,2020-01-01,2
2494,Update Read.md for the compiler command,snicolet,2020-01-15 21:21:47+00:00,8,0,1,True,2,2020-01-01,8
2493,More LMR at root;  unless a fail low might happen.,vondele,2020-01-15 09:44:41+00:00,1,1,1,False,2,2020-01-01,2
2491,Linux large pages,gvreuls,2020-01-14 20:19:31+00:00,23,7,2,False,1,2020-01-01,30
2489,Simplify between_bb,protonspring,2020-01-13 22:54:08+00:00,2,2,1,False,0,2020-01-01,4
2488,Tweak reductions for captures/promotions,locutus2,2020-01-13 10:42:02+00:00,4,0,1,False,0,2020-01-01,4
2487,"[Merged] Prevent ""Smarter time management near stop limit"" if ponder enabled.",xoto10,2020-01-13 09:10:49+00:00,1,0,1,False,0,2020-01-01,1
2486,Tweak futility pruning constants.,Vizvezdenec,2020-01-13 07:25:23+00:00,2,2,2,False,0,2020-01-01,4
2485,Simplify KPK classify,protonspring,2020-01-10 22:14:44+00:00,25,31,3,False,4,2020-01-01,56
2482,[Merged] Smarter time management near stop limit,xoto10,2020-01-09 00:10:39+00:00,13,2,1,False,3,2020-01-01,15
2481,Popcount macros,ghost,2020-01-07 21:36:21+00:00,9,4,5,False,1,2020-01-01,13
2480,Popcount isolation,ghost,2020-01-07 21:01:18+00:00,26,18,3,False,1,2020-01-01,44
2479,New Year Update,Rocky640,2020-01-07 20:37:47+00:00,221,198,5,False,1,2020-01-01,419
2477,C_Fish SEE,Rocky640,2020-01-04 22:35:29+00:00,57,90,2,False,5,2020-01-01,147
2476,Remove popcnt16 array and use standard C++ bitset instead,ghost,2020-01-04 20:23:14+00:00,2,7,2,False,5,2020-01-01,9
2475,Update Readme.md,ppigazzini,2020-01-04 01:57:06+00:00,4,4,1,True,5,2020-01-01,8
2474,Small speedup in between_bb,protonspring,2020-01-03 23:43:09+00:00,2,2,2,False,4,2020-01-01,4
2473,Rewrite initialization of PseudoMoves,protonspring,2020-01-03 19:22:36+00:00,20,20,5,False,4,2020-01-01,40
2472,Tweak futility pruning,locutus2,2020-01-03 10:57:32+00:00,5,1,1,False,4,2020-01-01,6
2471,Introduce king infiltration bonus,Vizvezdenec,2020-01-03 07:17:40+00:00,6,1,1,False,4,2020-01-01,7
2470,Isolate early rootDepth(<12) from LazyEval,ghost,2020-01-02 11:15:27+00:00,4,2,2,False,3,2020-01-01,6
2469,Min attacker loop2,ghost,2020-01-02 10:36:57+00:00,31,29,3,False,3,2020-01-01,60
2468,Tuned nullmove search,lantonov,2020-01-01 08:35:42+00:00,2,2,1,False,2,2020-01-01,4
2466,SimplyMoveImportance2,ghost,2019-12-27 05:56:55+00:00,2,5,1,False,4,2019-12-01,7
2465,PR_LEBestMoveChanges13,ghost,2019-12-26 12:32:53+00:00,4,2,2,False,3,2019-12-01,6
2463,Advise the kernel to use huge pages (Linux),skiminki,2019-12-25 13:43:18+00:00,69,3,1,False,2,2019-12-01,72
2461,Tune Search Constants [PR opened for comments],xoto10,2019-12-22 17:02:09+00:00,26,26,5,False,6,2019-12-01,52
2460,Simplify remove_piece,protonspring,2019-12-22 02:00:41+00:00,17,14,5,False,6,2019-12-01,31
2458,Simplify Between BB,protonspring,2019-12-21 01:49:05+00:00,2,2,3,False,5,2019-12-01,4
2457,Map posKey to 0 in case of excludedMove,vondele,2019-12-20 21:12:30+00:00,3,3,3,False,4,2019-12-01,6
2456,Template some bitboard stuff.,protonspring,2019-12-20 06:46:35+00:00,21,13,1,False,4,2019-12-01,34
2455,Remove improving parameter from nmp-condition,pb00068,2019-12-16 10:50:35+00:00,1,1,2,False,0,2019-12-01,2
2454,Some small tidyup.,joergoster,2019-12-16 09:20:31+00:00,8,14,2,False,0,2019-12-01,22
2453,TT and 50-move rule improvement,joergoster,2019-12-14 14:18:27+00:00,3,1,3,False,5,2019-12-01,4
2449,Refine improving-logic,pb00068,2019-12-10 07:08:27+00:00,2,2,1,True,1,2019-12-01,4
2447,Rocky's idea;  tweak TrappedRook together with King psqt.,xoto10,2019-12-09 21:50:10+00:00,3,3,1,False,0,2019-12-01,6
2446,Tune razor and futility margins,lantonov,2019-12-09 19:12:04+00:00,2,2,1,False,0,2019-12-01,4
2444,Exclude blockers for king from mobility area,Vizvezdenec,2019-12-08 14:13:38+00:00,3,3,1,False,6,2019-12-01,6
2441,Do last caprute extensions for every single node.,Vizvezdenec,2019-12-07 14:58:55+00:00,1,2,1,False,5,2019-12-01,3
2440,Simplify see pruning,protonspring,2019-12-06 15:58:29+00:00,1,3,1,False,4,2019-12-01,4
2439,Fix output of PV lines with invalid scores,joergoster,2019-12-06 09:38:13+00:00,1,1,1,False,4,2019-12-01,2
2438,Type Safety for CastlingRights,protonspring,2019-12-05 17:39:51+00:00,16,5,4,False,3,2019-12-01,21
2437,Adjust fallingEval with score change in last 5 iterations.,xoto10,2019-12-05 10:34:48+00:00,17,1,1,False,3,2019-12-01,18
2436,UnblockedStorm tuned,Rocky640,2019-12-02 13:05:06+00:00,4,4,1,False,0,2019-12-01,8
2435,King proximity tweak,Rocky640,2019-12-01 00:39:35+00:00,2,2,2,False,6,2019-12-01,4
2434,Remove check restriction from static evaluation,craylton,2019-11-30 17:55:34+00:00,0,3,1,False,5,2019-11-01,3
2431,Travis CI: The sudo: tag is deprecates in Travis,cclauss,2019-11-29 21:49:25+00:00,0,1,1,False,4,2019-11-01,1
2429,Extend bench to static evaluations,vondele,2019-11-27 18:09:49+00:00,14,6,1,True,2,2019-11-01,20
2428,Simplify kingdanger,Vizvezdenec,2019-11-26 00:11:19+00:00,2,2,1,False,1,2019-11-01,4
2427,Simplify kingdanger,Vizvezdenec,2019-11-25 23:58:13+00:00,2,2,1,False,0,2019-11-01,4
2426,Simplify kingdanger,Vizvezdenec,2019-11-25 23:49:49+00:00,2,2,4,False,0,2019-11-01,4
2425,Extend last non-pawn captures,MJZ1977,2019-11-25 08:56:48+00:00,6,0,3,False,0,2019-11-01,6
2424,King danger: retire attacked-by-bishop defense.,31m059,2019-11-23 09:24:12+00:00,0,1,1,False,5,2019-11-01,1
2420,Do lmr for more captures.,Vizvezdenec,2019-11-20 20:23:05+00:00,2,1,1,False,2,2019-11-01,3
2419,Simplify OCB scale factor,SFisGOD,2019-11-20 19:54:40+00:00,1,1,1,False,2,2019-11-01,2
2418,Outpost Endgame values.,Rocky640,2019-11-20 12:52:22+00:00,5,9,4,False,2,2019-11-01,14
2416,Simplify advanced pawn push pruning,Vizvezdenec,2019-11-17 18:51:43+00:00,1,2,1,False,6,2019-11-01,3
2415,Introduce king flank defenders,Vizvezdenec,2019-11-16 11:58:20+00:00,2,0,1,False,5,2019-11-01,2
2414,Use exploration rate for reductions.,vondele,2019-11-16 08:37:13+00:00,10,1,1,False,5,2019-11-01,11
2413,Prune before extension.,locutus2,2019-11-13 21:53:34+00:00,42,40,1,False,2,2019-11-01,82
2411,Rank-based outposts,SFisGOD,2019-11-13 03:47:02+00:00,6,1,4,False,2,2019-11-01,7
2410,Use constexpr for Squares.,protonspring,2019-11-12 22:10:24+00:00,49,58,2,False,1,2019-11-01,107
2409,Remove unneeded & incorrect check.,vondele,2019-11-12 15:46:16+00:00,1,2,1,True,1,2019-11-01,3
2408,Shallow depth pruning on NonPV advanced pawn push,miguel-l,2019-11-11 12:56:08+00:00,1,1,1,False,0,2019-11-01,2
2407,Remove explicit moveCount pruning.,vondele,2019-11-10 07:34:57+00:00,1,5,1,False,6,2019-11-01,6
2406,Remove unnecessary not inCheck in Futility pruning: parent node,MichaelB7,2019-11-10 04:56:59+00:00,0,1,1,False,6,2019-11-01,1
2401,Update Elo estimates for terms in search.,vondele,2019-11-09 05:46:35+00:00,21,21,1,False,5,2019-11-01,42
2397,Small cleanup of value_draw(),vondele,2019-11-05 15:54:43+00:00,10,8,1,False,1,2019-11-01,18
2395,Rook PSQT Tuned,SFisGOD,2019-11-04 19:23:15+00:00,8,8,1,False,0,2019-11-01,16
2394,Remove shuffle extension,MichaelB7,2019-11-04 18:57:12+00:00,2,9,1,False,0,2019-11-01,11
2393,Limit shuffle extensions. Take 2.,vondele,2019-11-02 17:08:17+00:00,4,3,2,False,5,2019-11-01,7
2392,Further limit shuffle extensions.,vondele,2019-11-02 09:37:52+00:00,1,1,1,False,5,2019-11-01,2
2390,Combo of Parameter Tweaks,SFisGOD,2019-11-02 03:36:09+00:00,32,32,1,False,5,2019-11-01,64
2388,Replace current bench position #37 8/3k4/8/8/8/4B3/4KB2/2B5 w - - 0 1,MichaelB7,2019-11-01 23:59:55+00:00,1,1,1,False,4,2019-11-01,2
2387,Make Square and Bitboard operators commutative.,31m059,2019-11-01 04:53:11+00:00,11,5,1,False,4,2019-11-01,16
2386,Updated KNNKP: 240% improvement in KNNKP endings.,protonspring,2019-10-31 23:23:00+00:00,3,4,4,False,3,2019-10-01,7
2385,Assorted Trivial Fixes and simplifications - Nov;  2019,protonspring,2019-10-31 19:03:14+00:00,27,32,19,False,3,2019-10-01,59
2384,Simplify kingRing,protonspring,2019-10-31 15:03:18+00:00,3,10,1,False,3,2019-10-01,13
2382,Tweak dynamic contempt,locutus2,2019-10-29 09:49:31+00:00,1,1,1,False,1,2019-10-01,2
2381,Fix incorrect mate score.,vondele,2019-10-28 12:19:58+00:00,7,7,1,False,0,2019-10-01,14
2379,Sequencing tweak in tbprobe,Rocky640,2019-10-27 20:37:57+00:00,2,2,2,False,6,2019-10-01,4
2378,Consolidate pawn_push and up,protonspring,2019-10-27 15:41:13+00:00,24,24,2,False,6,2019-10-01,48
2371,Economize SF calculations at MG,MJZ1977,2019-10-25 13:23:07+00:00,9,4,2,False,4,2019-10-01,13
2369,Refactor final stats updates.,vondele,2019-10-25 05:45:47+00:00,51,48,1,False,4,2019-10-01,99
2368,Simplify king_safety (remove do_king_safety),protonspring,2019-10-24 15:08:17+00:00,11,15,2,False,3,2019-10-01,26
2367,Simplify reductions on singular extension.,vondele,2019-10-23 05:12:07+00:00,7,9,1,False,2,2019-10-01,16
2366,Check Log File opening,vondele,2019-10-21 06:07:44+00:00,7,0,1,False,0,2019-10-01,7
2364,Cluster merge master7,vondele,2019-10-20 07:22:55+00:00,477,441,73,True,6,2019-10-01,918
2363,Consolidate attacks_from and pieces,protonspring,2019-10-19 05:22:48+00:00,5,16,2,False,5,2019-10-01,21
2362,Current Capture CMH - Bench:  4423737,VoyagerOne,2019-10-18 13:24:36+00:00,4,5,2,False,4,2019-10-01,9
2360,Small simplification by reusing function is_discovery_check_on_king,pb00068,2019-10-15 05:57:49+00:00,1,1,1,False,1,2019-10-01,2
2359,Backward pawn simplification,mstembera,2019-10-15 02:22:10+00:00,1,1,1,False,1,2019-10-01,2
2358,Disable dynamic contempt when Analysis Contempt option is set to Off,karolm2,2019-10-12 22:51:40+00:00,3,1,3,False,5,2019-10-01,4
2354,Use Score for complexity calculation,briansheppard-toast,2019-10-09 16:38:01+00:00,408,10,3,False,2,2019-10-01,418
2353,CMH inCheck Dimension,VoyagerOne,2019-10-08 14:49:35+00:00,15,13,3,False,1,2019-10-01,28
2352,No reachable Outpost bonus for bishops. ,31m059,2019-10-07 18:54:37+00:00,4,4,1,False,0,2019-10-01,8
2351,Move outposts to pawns.,protonspring,2019-10-07 17:34:44+00:00,13,11,8,False,0,2019-10-01,24
2350,Adjust aspiration window with eval,Alayan-stk-2,2019-10-07 17:08:56+00:00,1,1,1,False,0,2019-10-01,2
2349,Tweak kingFlankAttacks factor in kingDanger,SFisGOD,2019-10-07 06:21:16+00:00,1,1,1,False,0,2019-10-01,2
2348,Adjust pawn span,Rocky640,2019-10-06 22:26:29+00:00,12,19,1,False,6,2019-10-01,31
2347,Make priorCapture a bool,WOnder93,2019-10-06 10:12:54+00:00,8,9,1,False,6,2019-10-01,17
2346,tiny non functional syntax optimization,abdulbadii,2019-10-06 02:14:54+00:00,0,0,0,False,6,2019-10-01,0
2344,Introduce separate counter-move tables for captures,VoyagerOne,2019-10-05 14:50:53+00:00,20,16,6,False,5,2019-10-01,36
2342,Remove all FULL_OPERATORS,protonspring,2019-10-04 21:02:30+00:00,15,34,5,False,4,2019-10-01,49
2341,Assorted trivial cleanups;  October 2019,snicolet,2019-10-03 09:32:33+00:00,29,34,1,True,3,2019-10-01,63
2340,Assorted trivial changes;  October 2019,snicolet,2019-10-03 09:30:56+00:00,5,5,1,False,3,2019-10-01,10
2339,Clarify between_bb,protonspring,2019-10-01 22:11:05+00:00,2,2,2,False,1,2019-10-01,4
2338,Add a position to bench with high 50mr counter.,vondele,2019-10-01 20:16:30+00:00,2,0,1,False,1,2019-10-01,2
2337,Adjust reductions based on the number of threads.,vondele,2019-10-01 17:49:50+00:00,4,2,2,False,1,2019-10-01,6
2336,Remove ThreatByRank.,protonspring,2019-09-30 21:13:32+00:00,3,14,1,False,0,2019-09-01,17
2335,Shuffle detection,MJZ1977,2019-09-27 21:19:20+00:00,9,0,8,False,4,2019-09-01,9
2334,Remove depth dependence in value_draw().,vondele,2019-09-27 19:43:30+00:00,5,6,1,False,4,2019-09-01,11
2333,Simplify pawn_attacks.,protonspring,2019-09-27 17:05:46+00:00,18,20,1,False,4,2019-09-01,38
2332,Pawn attack span improvement,MJZ1977,2019-09-27 13:09:57+00:00,12,3,4,False,4,2019-09-01,15
2331,Extend castling independently of singular extension.,31m059,2019-09-27 07:04:29+00:00,4,4,1,False,4,2019-09-01,8
2330,Small speedup in make_scores,protonspring,2019-09-27 05:34:43+00:00,17,8,1,False,4,2019-09-01,25
2329,Simplify RookOnPawn,Rocky640,2019-09-27 03:34:37+00:00,13,18,3,False,4,2019-09-01,31
2327,Show compiler info at startup,snicolet,2019-09-24 17:04:03+00:00,77,4,7,False,1,2019-09-01,81
2326,Increase weight for supported pawns,snicolet,2019-09-24 10:48:11+00:00,1,1,1,False,1,2019-09-01,2
2325,Simplified and tidied up file-to-queenside file mapping,nickpelling,2019-09-23 23:35:18+00:00,7,5,6,False,0,2019-09-01,12
2323,Enemy pawn squares are unavailable space.,31m059,2019-09-23 18:17:41+00:00,1,1,1,False,0,2019-09-01,2
2322,Encourage rook lifts to 3rd rank on D/E files.,xoto10,2019-09-23 07:33:37+00:00,1,1,1,False,0,2019-09-01,2
2321,More random draw evaluation.,vondele,2019-09-23 05:07:45+00:00,3,0,1,False,0,2019-09-01,3
2320,Simplify Connected Pawn Scoring,protonspring,2019-09-23 01:50:43+00:00,1,1,1,False,0,2019-09-01,2
2319,Acknowledge fishtest authors,vondele,2019-09-22 14:59:02+00:00,4,0,1,False,6,2019-09-01,4
2318,Break travis CI for testing,snicolet,2019-09-22 10:58:19+00:00,6,1,2,False,6,2019-09-01,7
2315,Break travis CI for tesing.,vondele,2019-09-21 07:51:47+00:00,5,1,1,False,5,2019-09-01,6
2313,Remove custom mutex implementation.,vondele,2019-09-21 06:44:59+00:00,16,61,1,False,5,2019-09-01,77
2311,Remove limit for updating searched moves,miguel-l,2019-09-20 03:48:53+00:00,8,8,2,False,4,2019-09-01,16
2310,Remove uithread.,xoto10,2019-09-19 12:52:57+00:00,1,2,1,False,3,2019-09-01,3
2307,Fix race where it may cause a hang,noobpwnftw,2019-09-15 22:07:21+00:00,4,3,1,False,6,2019-09-01,7
2306,Scale down endgame factor when shuffling,snicolet,2019-09-15 21:36:44+00:00,2,1,1,False,6,2019-09-01,3
2304,Introduce midgame initiative,Vizvezdenec,2019-09-14 18:45:11+00:00,7,5,1,False,5,2019-09-01,12
2303,Raise stack size to 8MB for pthreads,noobpwnftw,2019-09-14 16:20:15+00:00,5,2,1,False,5,2019-09-01,7
2302,Use queens of either color in RookOnQueenFile.,31m059,2019-09-13 19:51:49+00:00,2,2,1,False,4,2019-09-01,4
2301,Exclude kings and queens of either color from mobilityArea. ,31m059,2019-09-13 19:44:36+00:00,3,3,1,False,4,2019-09-01,6
2300,Add sse4 if bmi2 is enabled,vondele,2019-09-13 05:06:31+00:00,4,4,2,False,4,2019-09-01,8
2298,Scale down complexity for almost unwinnable endgames,Vizvezdenec,2019-09-12 03:48:13+00:00,3,0,1,False,3,2019-09-01,3
2297,Bonus for rook on same file as their queen.,xoto10,2019-09-12 03:34:26+00:00,8,0,1,False,3,2019-09-01,8
2295,Simplify Weak Lever,protonspring,2019-09-11 18:40:12+00:00,4,9,3,False,2,2019-09-01,13
2294,Update reverse move stats,locutus2,2019-09-11 12:52:50+00:00,8,1,1,False,2,2019-09-01,9
2290,Pretty Generalized Shifting and Removed Directions,protonspring,2019-09-04 23:27:53+00:00,19,19,2,False,2,2019-09-01,38
2289,Eliminate ONE_PLY,SapphireBrand,2019-09-01 21:36:52+00:00,86,100,1,False,6,2019-09-01,186
2287,Replace Options call to map to simple variable access.,OuaisBla,2019-08-30 04:03:05+00:00,97,33,1,False,4,2019-08-01,130
2286,Initialize the dynamic contempt value from the thread constructor. Th�,OuaisBla,2019-08-30 03:01:50+00:00,2,3,1,False,4,2019-08-01,5
2285,Disable runtime type information,miguel-l,2019-08-28 18:00:11+00:00,2,2,1,False,2,2019-08-01,4
2284,Consolidate Piece Values,protonspring,2019-08-26 23:08:37+00:00,78,81,2,False,0,2019-08-01,159
2282,Tweak root LMR,locutus2,2019-08-25 19:52:31+00:00,16,1,1,False,6,2019-08-01,17
2281,Remove temporary shelter array,mstembera,2019-08-24 22:12:11+00:00,10,10,1,False,5,2019-08-01,20
2280,Consolidate pawn_push and Up,protonspring,2019-08-23 16:02:13+00:00,42,49,3,False,4,2019-08-01,91
2279,Remove Double Hashing,mstembera,2019-08-23 00:09:23+00:00,4,2,1,False,4,2019-08-01,6
2278,Simplify futility equation,protonspring,2019-08-22 14:33:02+00:00,1,1,3,False,3,2019-08-01,2
2277,Improve signature of evaluate_shelter(),protonspring,2019-08-22 00:13:34+00:00,13,9,1,False,3,2019-08-01,22
2276,Assorted Trivial cleanups - August 2019,protonspring,2019-08-21 18:19:56+00:00,11,10,17,False,2,2019-08-01,21
2275,Tweak dbg mean and hit count functions,Lolligerhans,2019-08-21 08:52:21+00:00,16,9,1,False,2,2019-08-01,25
2274,Fix appveyor error for Microsoft compiler,snicolet,2019-08-21 08:24:20+00:00,2,1,4,False,2,2019-08-01,3
2273,Late move reduction;  captures and CUT nodes,Vizvezdenec,2019-08-21 05:45:27+00:00,2,1,1,False,2,2019-08-01,3
2272,Tuned Futility Equation,protonspring,2019-08-21 01:59:02+00:00,1,1,1,False,2,2019-08-01,2
2270,Introduce futility margin array.,Vizvezdenec,2019-08-16 00:44:27+00:00,12,5,1,False,4,2019-08-01,17
2269,Slight speep up fetching the endgame table.,OuaisBla,2019-08-15 19:36:20+00:00,6,4,1,False,3,2019-08-01,10
2268,NMP Tweaks,VoyagerOne,2019-08-15 00:47:31+00:00,2,1,1,False,3,2019-08-01,3
2267,Add cast overload for option in various types.,OuaisBla,2019-08-14 12:39:06+00:00,46,15,1,False,2,2019-08-01,61
2266,Tweak unsafe checks,locutus2,2019-08-14 08:09:39+00:00,2,5,1,False,2,2019-08-01,7
2265,Consolidate CastlingSide and CastlingRights,protonspring,2019-08-13 02:51:03+00:00,26,29,3,False,1,2019-08-01,55
2264,Use constexpr to replace rank/files.,protonspring,2019-08-11 14:31:25+00:00,142,178,3,False,6,2019-08-01,320
2263,Remove pieces(),protonspring,2019-08-09 16:14:34+00:00,1,6,2,False,4,2019-08-01,7
2260,Tune search constants,xoto10,2019-07-30 10:33:59+00:00,27,27,1,False,1,2019-07-01,54
2259,Remove Pawns Connected Array,protonspring,2019-07-27 23:02:41+00:00,1,4,1,False,5,2019-07-01,5
2258,Simplify Pawn Scoring,protonspring,2019-07-27 22:56:22+00:00,1,1,3,False,5,2019-07-01,2
2257,Simplify weak lever.,protonspring,2019-07-26 18:23:30+00:00,3,6,2,False,4,2019-07-01,9
2256,Tweak of SEE pruning condition.,Vizvezdenec,2019-07-25 02:00:40+00:00,1,1,1,False,3,2019-07-01,2
2255,Pawn clean up,Rocky640,2019-07-23 14:24:19+00:00,21,21,3,False,1,2019-07-01,42
2254,Assorted trivial cleanups July 2019,Rocky640,2019-07-21 18:58:28+00:00,21,18,11,False,6,2019-07-01,39
2253,Assorted trivial cleanups July 2017,Rocky640,2019-07-21 18:41:52+00:00,15,17,1,False,6,2019-07-01,32
2252,LMR Tweak - Bench:  3399375,VoyagerOne,2019-07-21 15:27:46+00:00,4,0,1,False,6,2019-07-01,4
2251,Passed file cleanup,Rocky640,2019-07-20 22:16:13+00:00,4,8,2,False,5,2019-07-01,12
2250,Simplify PassedFile (remove array),protonspring,2019-07-20 00:26:32+00:00,4,8,2,False,5,2019-07-01,12
2248,No influence on unsafeSquares of passers by pieces,Lolligerhans,2019-07-16 13:24:11+00:00,1,1,1,False,1,2019-07-01,2
2247,Remove operators for color,protonspring,2019-07-16 12:12:48+00:00,6,7,2,False,1,2019-07-01,13
2246,Tweak LMR and killers,Vizvezdenec,2019-07-16 11:59:33+00:00,3,0,1,False,1,2019-07-01,3
2245,No influence on unsafeSquares of passers by pieces,Lolligerhans,2019-07-16 09:03:13+00:00,1,1,1,False,1,2019-07-01,2
2244,Simplify Scores,protonspring,2019-07-15 16:39:09+00:00,9,13,2,False,0,2019-07-01,22
2243,Simplify space bonus,Rocky640,2019-07-15 03:31:22+00:00,1,4,1,False,0,2019-07-01,5
2242,14072019,amchess,2019-07-14 21:32:26+00:00,0,0,11,False,6,2019-07-01,0
2241,Add cast overload for option in various types.,OuaisBla,2019-07-14 17:39:23+00:00,50,15,1,False,6,2019-07-01,65
2240,Only use blocking square for determining candidate passers.,31m059,2019-07-13 20:06:37+00:00,1,1,1,True,5,2019-07-01,2
2239,Use linear formula for passer w.,31m059,2019-07-13 15:49:20+00:00,1,1,1,True,5,2019-07-01,2
2238,One more passed pawns code cleanup.,Vizvezdenec,2019-07-13 11:25:15+00:00,3,6,1,True,5,2019-07-01,9
2237,Simplify normalize.,protonspring,2019-07-12 16:23:22+00:00,1,1,1,False,4,2019-07-01,2
2236,Full bonus for LMR stats update.,locutus2,2019-07-12 08:18:53+00:00,1,1,1,False,4,2019-07-01,2
2235,Late Move reduction and continuation history,locutus2,2019-07-12 05:39:03+00:00,14,3,1,False,4,2019-07-01,17
2234,Remove std::pow from reduction.,protonspring,2019-07-12 02:28:00+00:00,1,1,1,True,4,2019-07-01,2
2233,Exclude passed pawns from Attacked2Unsupported.,31m059,2019-07-11 13:54:42+00:00,7,6,1,False,3,2019-07-01,13
2232,Exclude passed pawns from Attacked2Unsupported.,31m059,2019-07-11 13:25:18+00:00,7,6,1,False,3,2019-07-01,13
2231,Capture Scoring Tweak - Bench:  3882919,VoyagerOne,2019-07-11 00:00:50+00:00,2,2,1,False,3,2019-07-01,4
2230,Optimisations for ppc-64,daxtens,2019-07-10 23:50:56+00:00,5,1,2,False,2,2019-07-01,6
2228,Reorder declaration of fields in pseudo_legal() and see_ge() functions,ElbertoOne,2019-07-10 08:26:02+00:00,16,12,1,False,2,2019-07-01,28
2227,Remove bonus array in shelter,protonspring,2019-07-09 21:43:00+00:00,6,6,2,False,1,2019-07-01,12
2226,Bug fix: always choose shortest mate in multithread mode,mstembera,2019-07-08 01:44:14+00:00,9,2,2,False,0,2019-07-01,11
2225,UCI_Elo implementation,vondele,2019-07-07 07:29:54+00:00,22,4,1,True,6,2019-07-01,26
2224,Combo of statscore divisor and pawn psqt changes.,xoto10,2019-07-07 01:27:45+00:00,7,7,1,False,6,2019-07-01,14
2223,Use a sigmoid for move_importance (sqrt version),protonspring,2019-07-06 14:14:01+00:00,4,10,1,False,5,2019-07-01,14
2221,"Revert ""Smoothly change playing strength with skill level. (#2142)"" and increase levels of play to 41. ",MichaelB7,2019-07-05 17:02:20+00:00,4,9,1,False,4,2019-07-01,13
2220,Send new PV also in skill mode.,joergoster,2019-07-05 13:32:36+00:00,1,1,2,False,4,2019-07-01,2
2218,"Revert ""Improve multiPV mode""",joergoster,2019-07-04 09:24:03+00:00,2,8,1,True,3,2019-07-01,10
2215,[Cluster] merge master,vondele,2019-07-01 14:41:22+00:00,387,321,62,True,0,2019-07-01,708
2214,[Cluster] merge master,vondele,2019-07-01 14:38:24+00:00,776,57,34,False,0,2019-07-01,833
2212,Remove some calls to make_score(),mstembera,2019-06-28 08:57:21+00:00,3,3,2,False,4,2019-06-01,6
2211,Try to get a more precise bench time,joergoster,2019-06-27 20:03:47+00:00,2,2,1,True,3,2019-06-01,4
2210,Move storm special condition to UnblockedStorm array,protonspring,2019-06-27 16:59:08+00:00,6,9,2,True,3,2019-06-01,15
2209,Add cast overload for option in various types.,OuaisBla,2019-06-26 03:04:32+00:00,29,6,1,False,2,2019-06-01,35
2207,Introduce attacks on space area,Vizvezdenec,2019-06-25 00:54:43+00:00,1,0,1,False,1,2019-06-01,1
2206,Remove levers,protonspring,2019-06-24 22:29:53+00:00,2,3,1,False,0,2019-06-01,5
2205,Bonus for double attacks on an unsupported pawn.,protonspring,2019-06-24 15:29:49+00:00,10,4,2,False,0,2019-06-01,14
2204,Introduce coordination between searching threads,vondele,2019-06-24 06:20:50+00:00,49,0,1,True,0,2019-06-01,49
2202,Make the debug counters thread safe.,vondele,2019-06-21 14:25:33+00:00,1,1,1,True,4,2019-06-01,2
2201,Code optimization of recently passed patch.,Vizvezdenec,2019-06-21 01:04:23+00:00,13,14,1,False,4,2019-06-01,27
2200,Slight code optimization of recently passed patch.,Vizvezdenec,2019-06-21 00:54:30+00:00,4,8,7,False,4,2019-06-01,12
2199,More bonus for free passed pawn,Vizvezdenec,2019-06-20 07:15:48+00:00,7,1,1,False,3,2019-06-01,8
2198," Partial revert of ""Assorted trivial cleanups 5/2019""",syzygy1,2019-06-18 21:57:15+00:00,6,0,2,False,1,2019-06-01,6
2197,Fix progress issue with shuffling extensions,vondele,2019-06-18 16:33:14+00:00,3,3,1,False,1,2019-06-01,6
2194,QuietPick Speedup Bench:  3897263,VoyagerOne,2019-06-17 21:38:01+00:00,8,4,1,False,0,2019-06-01,12
2192,Change multi-cut pruning condition,miguel-l,2019-06-16 14:58:41+00:00,5,4,1,False,6,2019-06-01,9
2191,Simplify SEE Pruning - Bench:  3897263,VoyagerOne,2019-06-14 14:18:18+00:00,1,1,1,True,4,2019-06-01,2
2190,Remove backmost_sq,protonspring,2019-06-13 22:39:53+00:00,3,6,1,True,3,2019-06-01,9
2188,Move computation of outpost squares to pawns,Lolligerhans,2019-06-12 23:04:27+00:00,19,11,1,False,2,2019-06-01,30
2187,Increase pawns cache,locutus2,2019-06-12 17:57:52+00:00,1,1,5,True,2,2019-06-01,2
2185,No DC prune in QS - bench:  3883245,VoyagerOne,2019-06-09 15:26:01+00:00,1,0,1,True,6,2019-06-01,1
2184,Assorted trivial cleanups 6/2019,mcostalba,2019-06-09 13:17:18+00:00,28,22,3,False,6,2019-06-01,50
2183,SEE Pruning Tweak Bench:  3612726,VoyagerOne,2019-06-07 17:24:13+00:00,2,1,1,True,4,2019-06-01,3
2182,Simplify k-value for passers.,31m059,2019-06-06 07:37:36+00:00,3,7,1,True,3,2019-06-01,10
